,reply_text,reply_type
194,"['cant', 'read', 'arabic', 'it', 'could', 'be', 'anything', 'More', 'informed', 'people', 'tell', 'me', 'its', 'a', 'shadah', 'flag', 'which', 'is', 'generic']",comment
195,"['ah', 'I', 'see', '.', 'The', 'Shahadah', 'having', 'nothing', 'to', 'do', 'with', 'the', 'Koran', '.', 'Got', 'you', '.']",comment
196,"['shahada', 'flag', 'is', 'a', 'generic', 'flag', ',', 'not', 'unique', 'to', 'any', 'group', '.', 'ISIS', 'use', 'a', 'different', 'flag']",deny
197,"['Who', 'typed', '""', 'ISIS', '""', '?', 'Islamic', 'flag', 'was', 'used', 'in', 'the', 'original', 'tweet', '.']",deny
198,"['almost', 'every', 'media', 'outlet', 'for', 'the', 'first', 'minutes', 'until', 'people', 'remembered', 'how', 'google', 'works']",comment
199,"['So', 'just', 'generic', 'islamic', 'terrorists', '..', ""that's"", 'a', 'relief']",comment
200,"['Possibly', ',', 'yes', '.', 'And', 'if', 'so', ',', 'yes', 'would', 'suggest', 'less', 'chance', 'of', 'a', 'larger', 'group', '.']",comment
201,"['Get', 'the', 'snipers', 'out', 'and', 'exterminate']",comment
202,"['WTF', '.', '""', ':', 'Black', 'Islamic', 'flag', 'being', 'held', 'up', 'in', 'window', 'of', 'store', 'in', 'Martin', 'Place', '-', 'hostages', 'inside', '.', '”']",comment
203,[],comment
204,['hmm'],comment
205,"['.', 'Hopefully', '""', 'neutralized', '""', '!']",comment
206,"['hopefully', 'the', 'terrorist', 'got', 'a', 'bullet', 'to', 'his', 'hand', '.']",comment
207,"['hallelujah', ',', 'enjoy', 'the', 'virgins']",comment
208,"['good', 'thats', 'a', 'start']",query
209,"['“', ':', 'AFP', ':', 'suspected', 'gunmen', 'have', 'been', 'killed', '”']",comment
210,"['Got', 'the', 'bastards', '!', '""', ':', 'AFP', ':', 'suspected', 'gunmen', 'have', 'been', 'killed', '”']",comment
211,['good'],comment
212,"['go', 'on', 'shoot', 'em', 'again', 'just', 'to', 'make', 'sure']",comment
213,"['stick', 'em', 'full', 'of', 'pencils', '.']",comment
214,"['and', 'shove', 'a', 'copy', 'of', 'up', 'their', 'ass']",comment
215,"['then', 'send', 'them', 'to', 'the', 'countries', 'the', 'supported', 'as', 'a', 'sign', '.', 'We', 'are', 'not', 'backing', 'down']",comment
216,"[""that's"", 'a', 'good', 'idea', ',', 'just', 'attach', 'a', 'note', 'saying', '""', 'I', 'think', 'this', 'is', 'your', 'shit', 'have', 'it', 'back', '""']",comment
217,"['wonder', 'if', 'get', 'the', 'impression', 'we', 'are', 'sick', 'of', 'these', 'extremists', 'and', 'how', 'the', 'government', 'just', 'let', 'them', 'in']",comment
218,"['it', 'could', 'never', 'happen', 'here', ',', 'we', ""don't"", 'have', 'a', 'paper', 'with', 'enough', 'balls', 'to', 'publish', 'anything', 'that', 'offends', 'Muslims']",comment
219,"['true', '.', 'Perhaps', 'they', 'should', 'all', 'grow', 'some']",comment
220,"['sod', 'watching', 'them', 'and', 'then', 'them', 'escaping', 'being', 'watched', '.', 'If', 'they', 'support', 'terrorism', '. .', 'send', 'them', 'out', 'of', 'our', 'country']",comment
221,"['Great', 'outcome', '.', 'All', 'murderers', 'dead', '.', 'All', 'hostages', 'freed', '.', 'Great', 'job', 'by', 'French', 'police']",comment
222,"['like', 'a', 'Bogo', ""'"", ',', ""'"", 'and', 'done']",comment
223,"['“', ':', 'AFP', ':', 'suspected', 'gunmen', 'have', 'been', 'killed', '”', '<', '<', '<', 'Was', 'inevitable']",comment
224,"['“', ':', 'AFP', ':', 'suspected', 'gunmen', 'have', 'been', 'killed', '”', 'BANG', 'BANG', 'NIGGA']",comment
225,"['“', ':', 'AFP', ':', 'suspected', 'gunmen', 'have', 'been', 'killed', '”', 'Hoping', 'that', 'this', 'is', 'now', 'the', 'end']",comment
226,"['it', 'will', 'never', 'be', 'the', 'end']",comment
227,"['“', ':', 'AFP', ':', 'suspected', 'gunmen', 'have', 'been', 'killed', '”', 'yayyy']",support
228,"['“', ':', 'AFP', ':', 'suspected', 'gunmen', 'have', 'been', 'killed', '”', 'vive', 'la', 'France']",comment
229,"['Hmm', '.', ""That's"", 'not', 'what', 'I', 'heard', 'at', 'all', '.', ""What's"", 'your', 'source', 'and', 'quote', '?']",support
230,"['But', '...', 'There', 'was', 'something', 'leading', 'up', 'to', 'the', 'shooting', '?', 'Or', 'what', '?']",support
231,"['“', ':', 'But', '...', 'There', 'was', 'something', 'leading', 'up', 'to', 'the', 'shooting', '?', 'Or', 'what', '?', '”', '->', 'soon', ""they'll"", 'say', 'officer', 'felt', 'a', 'gun', 'onMike']",comment
232,"['Walking', 'in', 'the', 'street', 'while']",comment
233,"['no', 'they', 'did', 'not']",deny
234,"['Wrong', '.', 'The', 'violent', 'assault', 'committed', 'makes', 'it', 'more', 'likely', 'he', 'attacked', 'the', 'cops', 'minutes', 'later', '.']",deny
235,"['if', 'he', 'was', 'not', 'a', 'suspect', 'why', 'was', 'inside', 'the', 'police', 'car', 'in', 'the', 'first', 'place', '?', 'Or', 'was', 'he', 'ever', 'near', 'the', 'police', 'car', '?']",support
236,"['MT', ':', 'BREAKING', ':', 'Shots', 'fired', ',', 'hostages', 'taken', 'in', 'hunt', 'for', 'attackers']",comment
237,"['they', 'were', 'well', 'known', 'by', 'the', 'French', '/', 'why', ""didn't"", 'they', 'do', 'anything', '?', '?', '?', 'then']",query
238,"['Your', 'article', 'says', 'the', 'suspects', ',', 'but', 'then', 'states', 'it', 'is', 'a', 'fact', 'that', 'they', 'were', 'the', 'attackers', '.']",comment
239,"['they', 'die', 'in', 'slut', 'pink', 'ass', 'those', 'white', 'French', ',', 'they', 'disgusting', 'why', 'they', 'slut', 'pig', 'die', ',', 'i', 'myself', 'became', 'more', 'poor', 'inside', 'Paris', 'no', 'phone']",comment
240,"['Hi', ',', 'is', 'this', 'your', 'image', 'and', 'if', 'so', ',', 'can', 'we', 'use', 'on', 'pls', '?', 'we', 'will', 'give', 'a', 'photo', 'credit', '.', 'Thanks']",comment
241,"[""They're"", 'a', 'pretty', 'tame', 'looking', 'group', 'compared', 'to', 'our', 'police', '.']",comment
242,"['These', 'thugs', 'r', 'so', 'cowardly', 'they', 'attack', 'a', 'mag', 'now', 'HIDE', 'behind', 'innocent', 'people']",comment
243,[],comment
244,"['Makes', 'them', 'look', 'inept', 'as', 'well', '.']",support
245,"['I', 'bet', 'if', 'Michael', 'Brown', 'had', 'his', 'druthers', ',', 'he', '’', 'd', 'rather', 'have', 'his', 'name', 'dragged', 'thru', 'the', 'mud', 'than', 'his', 'life', 'snuffed', 'out', '.']",comment
246,"['The', 'first', 'goal', 'is', 'to', 'get', 'a', 'conviction', 'so', 'he', 'can', 'never', 'be', 'a', 'cop', 'again', '.']",comment
247,"['SAY', 'IT', 'AGAIN', '!', '!', '!', 'oh', 'nevermind', ',', 'I', 'can', 'just', 'RT', 'it']",support
248,"['damn', 'surveillance', 'video', 'We', 'give', 'up', 'a', 'name', ',', 'we', 'drag', 'his', 'thru', 'the', 'mud', '.']",comment
249,"['People', 'may', 'not', 'like', 'it', '.', 'but', ""it's"", 'devastating', 'for', 'prosecuting', 'the', 'cop', '.', 'If', 'true', ',', 'can', 'be', 'argued', 'Brown', 'thought', 'the', 'cop', 'was', 'after', 'him', '.']",comment
250,"['Since', 'they', 'want', 'to', 'label', 'as', 'a', 'shoplifter', ',', 'since', 'when', 'is', 'that', 'crime', 'punishable', 'by', 'DEATH', '?']",comment
251,"['Not', 'sure', ""'"", 'shoot', 'first', '&', 'uncover', 'potential', 'crime', 'later', ""'"", 'is', 'viable', 'policy', 'outside', 'the', 'fevered', 'mind', 'of', 'a', 'conservative']",comment
252,"['Early', 'reports', 'said', 'the', 'store', 'had', 'not', 'reported', 'a', 'robbery', '?', '?', 'The', 'people', 'in', 'the', 'store', ""don't"", 'look', 'alarmed', '.']",comment
253,"['The', 'point', 'is', ',', 'the', 'cop', ""didn't"", 'know', 'about', 'a', 'robbery', '.', 'He', 'executed', 'a', 'jaywalker', 'resisting', 'being', 'detained']",comment
254,"['EXACTLY', '!', '!', 'Since', 'when', 'is', 'jaywalking', 'punishable', 'by', 'DEATH', '?']",comment
255,"['From', 'what', 'I', 'saw', 'it', 'was', 'nothing', 'but', 'a', 'petty', 'theft', '.', 'Let', 'the', 'RT', 'Wing', 'tell', 'it', ',', 'he', 'went', 'in', 'with', 'a', 'GLOCK']",comment
256,"['AMEN', 'to', 'that', '!', '!', 'They', 'would', 'say', '""', 'LOOK', '!', 'HE', 'PUSHED', 'THAT', 'STORE', 'CLERK', '!', '!', '..', 'is', 'that', 'punishable', 'by', 'DEATH', '?']",comment
257,"['Prosecution', 'screwed', 'up', 'the', 'Martin', '/', 'Zimmerman', 'case', 'by', 'over-charging', 'and', 'if', 'emotions', 'guide', ',', 'over', 'charging', 'will', 'let', 'this', 'cop', 'walk', 'too', '.']",comment
258,"['I', 'would', 'rather', 'be', 'a', 'than', 'being', 'a', 'Now']",comment
259,"['“', ':', 'Hostages', 'in', 'Sydney', 'cafe', 'made', 'to', 'hold', 'up', 'Islamic', 'flags', '”', 'Religion', 'is', 'a', 'good', 'thing', 'in', 'small', 'doses', '!']",comment
260,"['kill', 'all', 'kill', 'them', 'all', 'kill', 'their', 'families', 'and', 'kill', 'all', 'their', 'love', 'ones', 'make', 'them', 'feel', 'the', 'pain']",comment
261,"['Hillary', 'Clinton', 'would', 'want', 'us', 'to', 'empathize', 'with', 'them', 'and', 'figure', 'out', 'why', ""they're"", 'so', 'peevish', '.']",comment
262,"['we', 'can', 'send', 'hillary', 'to', 'talk', 'to', 'death', 'ISIS', 'and', 'watch', 'ISIS', 'riddle', 'her', 'body', 'with', 'bullets', 'and', 'chop', 'her', 'head', 'off']",comment
263,"['That', 'might', 'be', 'a', 'bit', 'much', ',', 'no', '?']",comment
264,"['nope', '.', 'People', 'like', 'her', 'and', 'obama', 'have', 'weakened', 'this', 'country', 'with', 'weak', 'ass', 'foreign', 'policy', 'and', 'made', 'all', 'of', 'us', 'targets']",comment
265,"['THIS', 'IS', 'THE', 'GUY', 'WHO', 'SUED', 'THE', 'CITY', 'OF', 'SYDNEY', 'AUS', 'FOR', 'BUILDING', 'THE', 'SIDEWALKS', 'TO', 'CLOSE', 'TO', 'HIS', 'SHOULDER', 'name', 'MIDGET', 'AHSEEEUM', 'HES', 'COMMMIN']",comment
266,"[""don't"", 'they', 'have', 'strict', 'gun', 'laws', 'in', 'Australia', '?', 'I', 'see', ""that's"", 'working', 'well', '.']",comment
267,"['Obama', 'JV', 'team', 'making', 'noise', '?', ""What's"", 'up', 'with', 'that', 'Barry', '?']",comment
268,"['proves', 'islam', 'is', 'scary']",comment
269,"['Hostages', 'in', 'Sydney', 'cafe', 'made', 'to', 'hold', 'up', 'Islamic', 'flags']",support
270,"['lets', 'talk', 'to', 'them', 'in', 'hushed', 'tones']",comment
271,"['The', 'Islamic', 'Volcano', 'promised', 'by', 'al-Baghdadi', 'has', 'erupted', '.']",comment
272,['Pigs'],comment
273,"['RIP', 'some', 'actions', 'are', 'beyond', 'comprehension', '.', 'Sadly', 'the', 'dead', 'most', 'likely', 'had', 'nothing', 'to', 'do', 'with', 'the', 'anger', '&', 'twisted', 'mind', 'of', 'the', 'gunmen', '.']",comment
274,"['Our', 'prayers', 'goes', 'out', 'to', 'good', 'people', 'of', 'France', 'at', 'this', 'moment', '.', 'Violence', ',', 'hatred', '&', 'injustice', 'have', 'no', 'place', 'on', 'our', 'world', '...']",comment
275,"['More', 'madness', '-', 'tragic', ':', '“', ':', 'At', 'least', 'dead', 'in', 'the', 'Paris', 'shooting', '.', '”']",comment
276,"['That', 'is', 'what', 'you', 'get', 'when', 'you', 'do', 'not', 'profile', ',', 'when', 'you', 'pretend', 'Islam', 'is', 'even', 'remotely', 'normal', ';', 'when', 'u', 'are', 'just', 'plain', 'stupid', '.', 'WAKE', 'UP', '.']",comment
277,"['I', 'did', 'not', 'think', 'the', 'French', 'knew', 'what', 'a', 'gun', 'was', 'or', 'how', 'to', 'use', 'one', '.', 'There', 'arms', 'eertise', 'was', 'on', 'par', 'with', 'the', 'Italians-eerts', 'at', 'dropping']",deny
278,"['I', 'just', 'feel', 'sick', 'RT', '""', ':', 'At', 'least', 'dead', 'in', 'Paris', 'shooting', '.', 'Updated', 'story', ':', '”']",comment
279,"['omg', '!', '!', '!']",support
280,"['Islam', '.', ""That's"", 'the', 'only', 'story', 'and', 'background', 'info', 'you', 'need', '.', 'Islam', '.']",support
281,"['History', 'shows', 'disproportionate', 'share', 'of', 'major', 'religions', 'starting', 'in', 'Middle', 'East', '.', 'That', 'indicates', 'people', 'with', 'no', 'sense', 'of', 'humor.Stay', 'out']",comment
282,"['The', 'Liberal', 'leftist', 'should', 'be', 'feeling', 'as', 'good', 'as', 'DeBlasio', 'today', 'over', 'this', '.']",deny
283,"['elPresidente', 'is', 'probably', 'gonna', 'recognize', 'ISIS', 'now', '.']",comment
284,"['Awful', '.', 'RT', ':', 'At', 'least', 'dead', 'in', 'the', 'Paris', 'shooting', '.']",support
285,[],comment
286,"['France', 'as', 'we', 'know', ',', 'the', 'country', 'which', 'easily', 'accept', 'Moslem', 'immigrant', ',']",comment
287,"['I', 'condemn', 'this', 'cowardly', 'attack', 'carried', 'out', ',', 'attacking', 'the', 'hands', 'are', 'broken', ';', 'asshole', 'and', '...']",support
288,"['And', 'suggests', 'that', 'Muslims', 'are', 'unfairly', 'picked', 'upon', 'because', 'of', 'bad', 'economy', 'in', 'EU', '?', 'Liberal', 'insanity', 'its', 'worst']",comment
289,"['“', ':', 'At', 'least', 'dead', 'in', 'the', 'Paris', 'shooting', '.', 'Updated', 'story', 'and', 'background', 'info', ':']",support
290,"['Gunfire', 'inside', 'Canadian', 'parliament', ';', 'soldier', 'shot', 'at', 'National', 'War', 'Memorial', 'in', 'Ottawa']",support
291,"['Our', 'thoughts', 'to', 'all', 'those', 'in', 'Ottawa', '“', ':', 'Soldier', 'shot', 'at', 'National', 'War', 'Memorial', 'in', 'Ottawa', '”']",support
292,"['Soldier', 'shot', 'at', 'National', 'War', 'Memorial', 'in']",support
293,"['Time', 'to', 'get', 'snipers', 'out', 'on', 'the', 'roofs', '.', 'Take', 'him', 'out', ',', 'no', 'talking', '!', '!', '!']",comment
294,"['“', ':', 'At', 'least', 'killed', 'in', ""today's"", 'attack', 'on', 'satirical', 'magazine', 'in', 'Paris', ',', 'official', 'says', '.', '”']",support
295,"['it', 'was', 'time', '.', 'Cause', 'no', 'respect', 'for', 'any', 'religion', '.', 'If', 'talk', 'about', 'Jews', '.', ""It's"", 'anti', 'semite', '.', 'If', 'abuse', 'Islam', 'freedom', 'of', 'religion', 'Deserve']",comment
296,"['dif', 'between', 'satire', '&', 'hatred', '.', 'No', 'Islamic', 'sense', 'of', 'humor', '.', 'Jihadists', ""don't"", 'know', 'what', 'free', 'speech', 'means']",comment
297,"['what', 'freedom', 'when', 'you', 'abuse', 'a', 'religion', '.', 'These', 'guys', 'are', 'freedom', 'fighters', 'for', 'protecting', 'Islam', '.', 'Why', 'no', 'law', 'protect', 'religio']",comment
298,"['freedom', 'fighters', '?', '?', 'Fighting', 'AGAINST', 'everyone', ""else's"", 'freedom', '.', 'Go', 'away']",comment
299,"['Jews', ""don't"", 'kill', 'anyone', 'if', 'offended', '.', 'Christians', ""don't"", '.', 'Only', 'these', 'disgusting', 'excuses', 'for', 'human', 'beings', '.', ""It's"", 'a', 'CARTOON', '!']",comment
300,"['u', 'go', 'to', 'jail', 'for', 'anti', 'semite', '.', 'Law', '.', 'U', 'can', 'abuse', 'any', 'religion', ""it's"", 'called', 'freedom', 'of', 'speech', '.', 'Be', 'fair', '.', ""It's"", 'hurtful']",comment
301,"['anti', 'semitism', ',', 'inciting', 'hatred', 'is', 'VERY', 'dif', 'than', 'satire', '&', 'humor', '.', 'Jews', ""don't"", 'kill', 'u', 'forcartoon', '.', 'Inciting', 'hate', 'tho', 'is', 'crime']",comment
302,"['what', 'more', 'hatred', 'u', 'want', 'after', 'abusing', 'n', 'Makin', 'fun', 'of', 'the', 'prophet', '.', 'These', 'guys', 'who', 'drew', 'created', 'hatred', '.', 'Not', 'attackers']",comment
303,"['Muslims', 'are', 'being', 'persecuted', 'for', 'their', 'religion', '?', 'In', 'Pakistan', ',', 'Nigeria', 'or', 'Paris', '?']",comment
304,"['I', 'have', 'to', 'say', 'though', ',', 'the', 'honesty', 'about', 'the', 'murderous', 'tenets', 'of', 'your', 'religion', 'is', 'refreshing', '.']",comment
305,"['look', 'you', 'fool', 'we', 'are', 'talking', 'revenge', '.', 'If', 'u', 'abuse', 'any', 'religion', '.', 'Revenge', 'will', 'be', 'taken', 'that', 'simple']",comment
306,"['thanks', 'tho', 'for', 'being', 'honest', 'about', 'the', 'Islamic', 'excuses', 'for', 'murder']",comment
307,"['BS', '.', 'NO', 'other', 'religion', 'teaches', 'that', ""it's"", 'great', 'to', 'kill', 'everyone', 'else', 'for', 'whatever', 'stupid', 'reason', 'islamics', 'do']",deny
308,"['yes', 'because', 'islam', 'is', 'true', 'religion', '.', 'They', ""don't"", 'take', 'Bullshit', 'from', 'fools', 'like', 'Charlie', 'Have', 'died', '.']",comment
309,"['well', 'if', 'murder', ',', 'pedophilia', '&', 'hate', 'is', 'ur', 'true', 'religion', ',', 'then', 'u', 'deserve', 'the', 'hatred', '&', 'offense', 'u', 'get', '!', 'Done', 'w', '/', 'u']",comment
310,"['hatred', 'pedophile', 'and', 'disgrace', 'in', 'Judaism', '.', 'We', 'as', 'Muslims', ""don't"", 'accept', '.', 'What', 'freedom', 'if', 'abuse', 'Islam', '.', 'Death']",comment
311,"['go', 'away', '.', 'Sorry', 'excuse', 'for', 'human']",comment
312,"['do', 'you', 'live', 'in', 'an', 'actual', 'tent', '?', 'And', 'is', 'your', 'name', 'Saladin', 'or', 'something']",comment
313,"['hehe', 'Jews', 'always', 'change', 'subject', '.', 'If', 'they', 'lose', 'cause', 'of', 'truth', '.', 'Be', 'serious', '.', 'How', 'many', 'died', 'under', 'you', 'in', 'israel']",deny
314,"['heh', 'heh', 'Muslims', 'always', 'full', 'of', 'crap', '.', 'What', 'alternate', 'universe', 'you', 'live', 'in']",deny
315,"['million', 'arabs', '/', 'Muslims', 'killed', 'by', 'arab', '/', 'Muslims', 'since', '.', 'U', 'r', 'offended', 'by', 'eachother']",comment
316,"['“', ':', 'million', 'arabs', '/', 'Muslims', 'killed', 'by', 'arab', '/', 'Muslims', 'since', '.', 'U', 'r', 'offended', 'by', 'eachother', '”']",comment
317,"[""don't"", 'make', 'up', 'stories', '.', 'That', 'is', 'the', 'way', 'of', 'Jews', '.', 'Always', 'lying', '.', 'There', 'is', 'it', 'media', '.', 'You', 'cannot', 'hide', 'and', 'lie', '.', 'Killers']",deny
318,"['I', 'feel', 'that', 'the', 'intellectual', 'level', 'of', 'this', 'discourse', 'has', 'kinda', 'gone', 'to', 'hell']",comment
319,"['easy', 'just', 'accept', 'the', 'truth', 'and', 'accept', '.', 'You', 'see', 'abuse', 'people', 'not', 'religion', 'any', 'where', 'in', 'the', 'world', '.', 'All', 'religions']",comment
320,"['lol', 'the', 'true', 'all-embracing', ',', 'multicultural', 'attitude', 'of', '""', 'moderate', '""', 'Islam', 'comes', 'out']",comment
321,"['yeah', '?', ""I'd"", 'like', 'to', 'see', 'you', 'respond', 'this', 'way', 'to', 'anti-Semitic', ""children's"", 'programs', 'on', 'Gaza', 'tv']",comment
322,"['you', 'fool', '.', 'We', 'r', 'not', 'talking', 'of', 'Gaza', '.', 'Anti', 'semitsm', 'and', 'no', 'laws', 'anti', 'protection', 'of', 'islam']",comment
323,"['why', 'are', 'we', 'not', 'talking', 'of', 'Gaza', ',', 'ya', 'sidi', '?']",comment
324,"['freedom', 'of', 'speech', 'protects', 'everyone', '.', 'Islam', 'just', ""doesn't"", 'believe', 'in', 'freedom', 'or', 'democracy', '.', 'Just', 'death']",comment
325,"['where', 'is', 'Islam', 'protected', 'under', 'freedom', 'of', 'speech', '.', 'Show', 'me', 'any', 'law', '.', 'No', 'law', '.', 'So', 'these', 'guys', 'right', 'to', 'kill']",comment
326,"['civilized', 'countries', 'have', 'civilized', 'laws', 'that', 'protect', 'everyone', '.', 'Islamics', ""don't"", 'get', 'murder', '&', 'say', 'defense']",comment
327,"['what', 'civilization', '.', 'If', 'you', 'can', 'abuse', 'a', 'religion', 'and', 'no', 'law', 'to', 'protect', 'any', 'religion', '.', 'So', 'Muslims', 'are', 'guardians']",comment
328,"['no', ""it's"", 'ok', 'to', 'offend', 'everyone', 'else', '.', 'Precious', 'pedophile', 'needs', 'to', 'be', 'protected']",comment
329,"['pedophiles', 'is', 'accepted', 'in', 'Judaism', '.', 'Read', 'torah', '.', 'Who', 'gave', 'these', 'fools', 'right', 'to', 'make', 'fun', 'of', 'Islam']",comment
330,"['but', 'it', 'seems', 'clear', 'that', 'you', 'agree', 'that', 'the', 'legitimate', 'response', 'to', 'the', 'satire', 'was', 'murder', '.']",comment
331,"['lol', 'moron', ""I'm"", 'a', 'rabbinical', 'student', '.', ""Don't"", 'tell', 'me', 'to', 'find', 'non', 'existent', 'things', 'in', 'the', 'Torah']",comment
332,"['it', 'is', 'a', 'disgrace', 'in', 'Judaism', '.', 'And', 'christianity', '.', ""It's"", 'applauded', 'in', 'Islam', '.', 'Child', 'rape', 'pretending', 'b', 'marriage']",comment
